Heure;Source;IP_Source;Port_Source;Destination;IP_Dest;Port_Dest;Flags;Protocole
15:34:30;BP-Linux8.40679;BP-Linux8;40679;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40679;BP-Linux8;40679;P.;TCP
15:34:30;BP-Linux8.40679;BP-Linux8;40679;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;BP-Linux8.55209;BP-Linux8;55209;par10s28-in-f14.1e100.net.https;par10s28-in-f14.1e100.net;https;.;TCP
15:34:30;BP-Linux8.40678;BP-Linux8;40678;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;P.;TCP
15:34:30;BP-Linux8.40680;BP-Linux8;40680;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;P.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40678;BP-Linux8;40678;.;TCP
15:34:30;BP-Linux8.40678;BP-Linux8;40678;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40678;BP-Linux8;40678;.;TCP
15:34:30;BP-Linux8.40678;BP-Linux8;40678;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40678;BP-Linux8;40678;.;TCP
15:34:30;BP-Linux8.40678;BP-Linux8;40678;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40678;BP-Linux8;40678;.;TCP
15:34:30;BP-Linux8.40678;BP-Linux8;40678;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40678;BP-Linux8;40678;P.;TCP
15:34:30;BP-Linux8.40678;BP-Linux8;40678;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40680;BP-Linux8;40680;.;TCP
15:34:30;BP-Linux8.40680;BP-Linux8;40680;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40680;BP-Linux8;40680;.;TCP
15:34:30;BP-Linux8.40680;BP-Linux8;40680;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40680;BP-Linux8;40680;.;TCP
15:34:30;BP-Linux8.40680;BP-Linux8;40680;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40680;BP-Linux8;40680;.;TCP
15:34:30;BP-Linux8.40680;BP-Linux8;40680;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40680;BP-Linux8;40680;.;TCP
15:34:30;BP-Linux8.40680;BP-Linux8;40680;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40680;BP-Linux8;40680;.;TCP
15:34:30;BP-Linux8.40680;BP-Linux8;40680;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40680;BP-Linux8;40680;.;TCP
15:34:30;BP-Linux8.40680;BP-Linux8;40680;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40680;BP-Linux8;40680;.;TCP
15:34:30;BP-Linux8.40680;BP-Linux8;40680;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40680;BP-Linux8;40680;.;TCP
15:34:30;BP-Linux8.40680;BP-Linux8;40680;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40680;BP-Linux8;40680;.;TCP
15:34:30;BP-Linux8.40680;BP-Linux8;40680;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40680;BP-Linux8;40680;.;TCP
15:34:30;BP-Linux8.40680;BP-Linux8;40680;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40680;BP-Linux8;40680;P.;TCP
15:34:30;BP-Linux8.40680;BP-Linux8;40680;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;BP-Linux8.34621;BP-Linux8;34621;93.184.220.29.http;93.184.220.29;http;.;TCP
15:34:30;93.184.220.29.http;93.184.220.29;http;BP-Linux8.34621;BP-Linux8;34621;.;TCP
15:34:30;BP-Linux8.37254;BP-Linux8;37254;par21s05-in-f131.1e100.net.http;par21s05-in-f131.1e100.net;http;F.;TCP
15:34:30;BP-Linux8.37255;BP-Linux8;37255;par21s05-in-f131.1e100.net.http;par21s05-in-f131.1e100.net;http;F.;TCP
15:34:30;BP-Linux8.37253;BP-Linux8;37253;par21s05-in-f131.1e100.net.http;par21s05-in-f131.1e100.net;http;F.;TCP
15:34:30;par21s05-in-f131.1e100.net.http;par21s05-in-f131.1e100.net;http;BP-Linux8.37255;BP-Linux8;37255;F.;TCP
15:34:30;BP-Linux8.37255;BP-Linux8;37255;par21s05-in-f131.1e100.net.http;par21s05-in-f131.1e100.net;http;.;TCP
15:34:30;par21s05-in-f131.1e100.net.http;par21s05-in-f131.1e100.net;http;BP-Linux8.37254;BP-Linux8;37254;F.;TCP
15:34:30;BP-Linux8.37254;BP-Linux8;37254;par21s05-in-f131.1e100.net.http;par21s05-in-f131.1e100.net;http;.;TCP
15:34:30;par21s05-in-f131.1e100.net.http;par21s05-in-f131.1e100.net;http;BP-Linux8.37253;BP-Linux8;37253;F.;TCP
15:34:30;BP-Linux8.37253;BP-Linux8;37253;par21s05-in-f131.1e100.net.http;par21s05-in-f131.1e100.net;http;.;TCP
15:34:30;BP-Linux8.56350;BP-Linux8;56350;ns1.lan.rt.domain;ns1.lan.rt;domain;DNS;DNS
15:34:30;BP-Linux8.56350;BP-Linux8;56350;ns1.lan.rt.domain;ns1.lan.rt;domain;DNS;DNS
15:34:30;ns1.lan.rt.domain;ns1.lan.rt;domain;BP-Linux8.56350;BP-Linux8;56350;DNS;DNS
15:34:30;BP-Linux8.45800;BP-Linux8;45800;ns1.lan.rt.domain;ns1.lan.rt;domain;DNS;DNS
15:34:30;BP-Linux8.45800;BP-Linux8;45800;ns1.lan.rt.domain;ns1.lan.rt;domain;DNS;DNS
15:34:30;ns1.lan.rt.domain;ns1.lan.rt;domain;BP-Linux8.56350;BP-Linux8;56350;DNS;DNS
15:34:30;BP-Linux8.33251;BP-Linux8;33251;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;S;TCP
15:34:30;ns1.lan.rt.domain;ns1.lan.rt;domain;BP-Linux8.45800;BP-Linux8;45800;DNS;DNS
15:34:30;ns1.lan.rt.domain;ns1.lan.rt;domain;BP-Linux8.45800;BP-Linux8;45800;DNS;DNS
15:34:30;BP-Linux8.40686;BP-Linux8;40686;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;S;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40686;BP-Linux8;40686;S.;TCP
15:34:30;BP-Linux8.40686;BP-Linux8;40686;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;BP-Linux8.40686;BP-Linux8;40686;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;P.;TCP
15:34:30;BP-Linux8.33253;BP-Linux8;33253;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;S;TCP
15:34:30;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;BP-Linux8.33251;BP-Linux8;33251;S.;TCP
15:34:30;BP-Linux8.33251;BP-Linux8;33251;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;.;TCP
15:34:30;BP-Linux8.33251;BP-Linux8;33251;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;P.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40686;BP-Linux8;40686;.;TCP
15:34:30;BP-Linux8.ssh;BP-Linux8;ssh;192.168.190.130.50245;192.168.190.130;50245;P.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40686;BP-Linux8;40686;.;TCP
15:34:30;BP-Linux8.40686;BP-Linux8;40686;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40686;BP-Linux8;40686;.;TCP
15:34:30;BP-Linux8.40686;BP-Linux8;40686;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40686;BP-Linux8;40686;P.;TCP
15:34:30;BP-Linux8.40686;BP-Linux8;40686;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;BP-Linux8.40686;BP-Linux8;40686;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;P.;TCP
15:34:30;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;BP-Linux8.33253;BP-Linux8;33253;S.;TCP
15:34:30;BP-Linux8.33253;BP-Linux8;33253;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;.;TCP
15:34:30;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;BP-Linux8.33251;BP-Linux8;33251;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40686;BP-Linux8;40686;P.;TCP
15:34:30;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;BP-Linux8.33251;BP-Linux8;33251;.;TCP
15:34:30;BP-Linux8.33251;BP-Linux8;33251;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;.;TCP
15:34:30;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;BP-Linux8.33251;BP-Linux8;33251;P.;TCP
15:34:30;BP-Linux8.33251;BP-Linux8;33251;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;.;TCP
15:34:30;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;BP-Linux8.33251;BP-Linux8;33251;.;TCP
15:34:30;BP-Linux8.33251;BP-Linux8;33251;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;.;TCP
15:34:30;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;BP-Linux8.33251;BP-Linux8;33251;P.;TCP
15:34:30;BP-Linux8.33251;BP-Linux8;33251;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;.;TCP
15:34:30;192.168.190.130.50245;192.168.190.130;50245;BP-Linux8.ssh;BP-Linux8;ssh;.;TCP
15:34:30;BP-Linux8.40686;BP-Linux8;40686;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;BP-Linux8.33251;BP-Linux8;33251;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;P.;TCP
15:34:30;BP-Linux8.40686;BP-Linux8;40686;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;P.;TCP
15:34:30;BP-Linux8.37257;BP-Linux8;37257;par21s05-in-f131.1e100.net.http;par21s05-in-f131.1e100.net;http;P.;TCP
15:34:30;BP-Linux8.40682;BP-Linux8;40682;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;P.;TCP
15:34:30;BP-Linux8.40680;BP-Linux8;40680;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;P.;TCP
15:34:30;BP-Linux8.40684;BP-Linux8;40684;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;P.;TCP
15:34:30;BP-Linux8.40678;BP-Linux8;40678;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;P.;TCP
15:34:30;BP-Linux8.33253;BP-Linux8;33253;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;P.;TCP
15:34:30;BP-Linux8.40679;BP-Linux8;40679;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;P.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40682;BP-Linux8;40682;P.;TCP
15:34:30;BP-Linux8.40682;BP-Linux8;40682;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40680;BP-Linux8;40680;P.;TCP
15:34:30;BP-Linux8.40680;BP-Linux8;40680;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;BP-Linux8.33251;BP-Linux8;33251;P.;TCP
15:34:30;BP-Linux8.33251;BP-Linux8;33251;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;.;TCP
15:34:30;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;BP-Linux8.33251;BP-Linux8;33251;P.;TCP
15:34:30;BP-Linux8.33251;BP-Linux8;33251;par21s20-in-f14.1e100.net.https;par21s20-in-f14.1e100.net;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40678;BP-Linux8;40678;.;TCP
15:34:30;BP-Linux8.40678;BP-Linux8;40678;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40678;BP-Linux8;40678;.;TCP
15:34:30;BP-Linux8.40678;BP-Linux8;40678;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40678;BP-Linux8;40678;.;TCP
15:34:30;BP-Linux8.40678;BP-Linux8;40678;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40678;BP-Linux8;40678;.;TCP
15:34:30;BP-Linux8.40678;BP-Linux8;40678;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40678;BP-Linux8;40678;.;TCP
15:34:30;BP-Linux8.40678;BP-Linux8;40678;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40678;BP-Linux8;40678;.;TCP
15:34:30;BP-Linux8.40678;BP-Linux8;40678;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40678;BP-Linux8;40678;.;TCP
15:34:30;BP-Linux8.40678;BP-Linux8;40678;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40678;BP-Linux8;40678;.;TCP
15:34:30;BP-Linux8.40678;BP-Linux8;40678;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40678;BP-Linux8;40678;.;TCP
15:34:30;BP-Linux8.40678;BP-Linux8;40678;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40678;BP-Linux8;40678;.;TCP
15:34:30;BP-Linux8.40678;BP-Linux8;40678;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40684;BP-Linux8;40684;.;TCP
15:34:30;BP-Linux8.40684;BP-Linux8;40684;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40684;BP-Linux8;40684;.;TCP
15:34:30;BP-Linux8.40684;BP-Linux8;40684;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40684;BP-Linux8;40684;.;TCP
15:34:30;BP-Linux8.40684;BP-Linux8;40684;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40684;BP-Linux8;40684;.;TCP
15:34:30;BP-Linux8.40684;BP-Linux8;40684;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40684;BP-Linux8;40684;.;TCP
15:34:30;BP-Linux8.40684;BP-Linux8;40684;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40684;BP-Linux8;40684;.;TCP
15:34:30;BP-Linux8.40684;BP-Linux8;40684;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40684;BP-Linux8;40684;.;TCP
15:34:30;BP-Linux8.40684;BP-Linux8;40684;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40684;BP-Linux8;40684;.;TCP
15:34:30;BP-Linux8.40684;BP-Linux8;40684;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40684;BP-Linux8;40684;.;TCP
15:34:30;BP-Linux8.40684;BP-Linux8;40684;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40684;BP-Linux8;40684;.;TCP
15:34:30;BP-Linux8.40684;BP-Linux8;40684;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40679;BP-Linux8;40679;.;TCP
15:34:30;BP-Linux8.40679;BP-Linux8;40679;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40686;BP-Linux8;40686;.;TCP
15:34:30;BP-Linux8.40686;BP-Linux8;40686;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40679;BP-Linux8;40679;.;TCP
15:34:30;BP-Linux8.40679;BP-Linux8;40679;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;.;TCP
15:34:30;mauves.univ-st-etienne.fr.https;mauves.univ-st-etienne.fr;https;BP-Linux8.40679;BP-Linux8;40679;.;TCP
