Heure;Source;IP_Source;Port_Source;Destination;IP_Dest;Port_Dest;Flags;Protocole
11:42:04;BP-Linux8.ssh;BP-Linux8;ssh;192.168.190.130.50019;192.168.190.130;50019;P.;TCP
11:42:04;BP-Linux8.ssh;BP-Linux8;ssh;192.168.190.130.50019;192.168.190.130;50019;P.;TCP
11:42:04;BP-Linux8.ssh;BP-Linux8;ssh;192.168.190.130.50019;192.168.190.130;50019;P.;TCP
11:42:04;BP-Linux8.ssh;BP-Linux8;ssh;192.168.190.130.50019;192.168.190.130;50019;P.;TCP
11:42:04;192.168.190.130.50019;192.168.190.130;50019;BP-Linux8.ssh;BP-Linux8;ssh;.;TCP
11:42:04;192.168.190.130.50019;192.168.190.130;50019;BP-Linux8.ssh;BP-Linux8;ssh;.;TCP
11:42:04;192.168.190.130.50019;192.168.190.130;50019;BP-Linux8.ssh;BP-Linux8;ssh;.;TCP
11:42:04;192.168.190.130.50019;192.168.190.130;50019;BP-Linux8.ssh;BP-Linux8;ssh;.;TCP
11:42:05;BP-Linux8.58466;BP-Linux8;58466;ns1.lan.rt.domain;ns1.lan.rt;domain;DNS;DNS
11:42:05;ns1.lan.rt.domain;ns1.lan.rt;domain;BP-Linux8.58466;BP-Linux8;58466;DNS;DNS
11:42:06;192.168.190.130.50245;192.168.190.130;50245;BP-Linux8.ssh;BP-Linux8;ssh;P.;TCP
11:42:06;BP-Linux8.ssh;BP-Linux8;ssh;192.168.190.130.50245;192.168.190.130;50245;P.;TCP
11:42:06;BP-Linux8.53220;BP-Linux8;53220;ns1.lan.rt.domain;ns1.lan.rt;domain;DNS;DNS
11:42:06;ns1.lan.rt.domain;ns1.lan.rt;domain;BP-Linux8.53220;BP-Linux8;53220;DNS;DNS
11:42:06;BP-Linux8.ssh;BP-Linux8;ssh;192.168.190.130.50245;192.168.190.130;50245;P.;TCP
11:42:06;BP-Linux8.ssh;BP-Linux8;ssh;192.168.190.130.50245;192.168.190.130;50245;P.;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2465;190-0-175-100.gba.solunet.com.ar;2465;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2466;190-0-175-100.gba.solunet.com.ar;2466;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2467;190-0-175-100.gba.solunet.com.ar;2467;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2468;190-0-175-100.gba.solunet.com.ar;2468;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2469;190-0-175-100.gba.solunet.com.ar;2469;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2470;190-0-175-100.gba.solunet.com.ar;2470;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2471;190-0-175-100.gba.solunet.com.ar;2471;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2472;190-0-175-100.gba.solunet.com.ar;2472;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2473;190-0-175-100.gba.solunet.com.ar;2473;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2474;190-0-175-100.gba.solunet.com.ar;2474;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2475;190-0-175-100.gba.solunet.com.ar;2475;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2476;190-0-175-100.gba.solunet.com.ar;2476;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2477;190-0-175-100.gba.solunet.com.ar;2477;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2478;190-0-175-100.gba.solunet.com.ar;2478;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2479;190-0-175-100.gba.solunet.com.ar;2479;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2480;190-0-175-100.gba.solunet.com.ar;2480;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2481;190-0-175-100.gba.solunet.com.ar;2481;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2482;190-0-175-100.gba.solunet.com.ar;2482;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2483;190-0-175-100.gba.solunet.com.ar;2483;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2484;190-0-175-100.gba.solunet.com.ar;2484;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2485;190-0-175-100.gba.solunet.com.ar;2485;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2486;190-0-175-100.gba.solunet.com.ar;2486;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2487;190-0-175-100.gba.solunet.com.ar;2487;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2488;190-0-175-100.gba.solunet.com.ar;2488;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2489;190-0-175-100.gba.solunet.com.ar;2489;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2490;190-0-175-100.gba.solunet.com.ar;2490;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2491;190-0-175-100.gba.solunet.com.ar;2491;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2492;190-0-175-100.gba.solunet.com.ar;2492;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2493;190-0-175-100.gba.solunet.com.ar;2493;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2494;190-0-175-100.gba.solunet.com.ar;2494;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2495;190-0-175-100.gba.solunet.com.ar;2495;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2496;190-0-175-100.gba.solunet.com.ar;2496;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2497;190-0-175-100.gba.solunet.com.ar;2497;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2498;190-0-175-100.gba.solunet.com.ar;2498;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2499;190-0-175-100.gba.solunet.com.ar;2499;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2500;190-0-175-100.gba.solunet.com.ar;2500;184.107.43.74.http;184.107.43.74;http;S;TCP
